topic,side,content
Should Law and Morality be Related?,con,"8
The law has no inherent relationship with metaphysical concepts (e.g., morality, truth or justice)."
Should we Have a 100% Inheritance Tax?,unknown,"10
There should be a 100% inheritance tax on all inherited wealth above 1 million Euros."
Should we Have a 100% Inheritance Tax?,unknown,A 100% inheritance tax above 1 million euros would make society more meritocratic and better ensure equality of opportunity.
Should we Have a 100% Inheritance Tax?,unknown,"2
A 100% inheritance tax will help reduce inequality in society."
Should we Have a 100% Inheritance Tax?,con,A 100% inheritance tax on inherited wealth above €1 million would be beneficial from a macroeconomic perspective.
Should we Have a 100% Inheritance Tax?,unknown,A 100% inheritance tax on wealth above 1 million euros will result in wealth and businesses not being passed on to family members.
Should we Have a 100% Inheritance Tax?,pro,"7
A 100% inheritance tax on all inherited wealth above 1 million euros undermines property rights."
Should we Have a 100% Inheritance Tax?,unknown,"3
The wealthy will find a way to annex their wealth from themselves to then give it to their benefactors."
Should we abolish political parties in the USA?,unknown,"5
There should be no political parties in the USA."
Should we abolish political parties in the USA?,unknown,"9
Politics would be more representative without political parties."
Should we abolish political parties in the USA?,unknown,"4
Party needs are selfish and thus do not benefit society."
Should we abolish political parties in the USA?,unknown,"1
Political parties cause partisanship within politics."
Should we abolish political parties in the USA?,unknown,"17
The Founding Fathers did not originally intend for American politics to be made up of political parties."
Should we abolish political parties in the USA?,unknown,"3
There should not be political parties, instead, we should have a direct democracy of some form."
Should we abolish political parties in the USA?,unknown,"15
Altering the current two party system is more beneficial than eliminating political parties altogether."
Should we abolish political parties in the USA?,unknown,Banning political parties would be ineffective.
Should we abolish political parties in the USA?,unknown,"3
Banning political parties means that people with multiple perspectives will not be able to run the country in their own groups."
Should we abolish political parties in the USA?,unknown,"9
It's not up to government to decide what political parties there can be."
Should we abolish political parties in the USA?,unknown,"18
Abolishing the two-party system would require a law to be created in order to enforce that policy."
Should we abolish political parties in the USA?,pro,"2
We don't need to end political parties in the USA, but really getting other parties supported and into offices. By doing so, we could get a system where compromise will actually happen for the betterment of all of the people of the country."
Should we abolish political parties in the USA?,pro,"1
Our problems are the hidden party that government serves today. It serves the capitalists and the oligarchs. In that, both parties are united. If government is to serve all of the people, there needs to be less differences between the classes."
Should we abolish political parties in the USA?,unknown,"4
Banning political parties is one of the key tools of Macchiavellian dictators"
Should begging for money be illegal?,unknown,"4
Begging for money should be illegal."
Should begging for money be illegal?,unknown,Begging can be exploitative.
Should begging for money be illegal?,unknown,"1
Begging on sidewalks and streets can pose safety issues."
Should begging for money be illegal?,unknown,"3
Banning begging would encourage beggars to find sustainable work."
Should begging for money be illegal?,pro,"3
Enforcing a ban against begging is likely to provoke cruelty."
Should begging for money be illegal?,unknown,It would be unjust for a government to ban begging.
Should begging for money be illegal?,unknown,Banning begging would fail to reduce overall levels of poverty.
Should the Oxford-AstraZeneca Vaccine Rollout Have Been Universally Suspended?,unknown,"3
The Oxford-AstraZeneca vaccine rollout should have been universally suspended."
Should the Oxford-AstraZeneca Vaccine Rollout Have Been Universally Suspended?,pro,"3
Significant, undocumented vaccination side-effects for COVID-19 erodes the public trust in vaccination programmes entirely; better to temporarily suspend than lose public trust."
Should the Oxford-AstraZeneca Vaccine Rollout Have Been Universally Suspended?,pro,"It is unethical to promote any healthcare intervention that has not been rigorously tested, as it undermines the patient's right to informed consent."
Should the Oxford-AstraZeneca Vaccine Rollout Have Been Universally Suspended?,unknown,"Countries like the UK had political reasons to race ahead in vaccination rollout, regardless of the risk."
Should the Oxford-AstraZeneca Vaccine Rollout Have Been Universally Suspended?,pro,"Without a burden of proof, vaccine rollout should not be suspended. Correlation does not imply causation."
Should the Oxford-AstraZeneca Vaccine Rollout Have Been Universally Suspended?,unknown,The risk of side effects is outweighed by the importance of mass vaccination for COVID-19.
Should the Oxford-AstraZeneca Vaccine Rollout Have Been Universally Suspended?,unknown,"The risk of serious side effects were, and are, negligible."
Is Cancel Culture Beneficial to Society?,unknown,"7
Cancel culture is beneficial to society."
Is Cancel Culture Beneficial to Society?,pro,Cancel culture fosters awareness and promotes positive values.
Is Cancel Culture Beneficial to Society?,unknown,Cancel culture supports social justice and accountability.
Is Cancel Culture Beneficial to Society?,unknown,Cancel culture is ineffective since it only focuses on individual actions and words rather than on addressing systemic issues.
Is Cancel Culture Beneficial to Society?,unknown,"Cancel culture encourages bullying, mob mentality, and online shaming."
Is the European Union the greatest political peace accomplishment in modern History?,unknown,"7
The European Union is the greatest peace accomplishment in political history."
Is the European Union the greatest political peace accomplishment in modern History?,unknown,"3
The inner values of European Union are defined in the Charter of fundamental rights: dignity, freedoms, equality, etc."
Is the European Union the greatest political peace accomplishment in modern History?,unknown,"1
European Union paved way for the longest period of time with peace for modern Europe."
Is the European Union the greatest political peace accomplishment in modern History?,unknown,"6
The EU is a model for world peace, which has been replicated by other countries."
Is the European Union the greatest political peace accomplishment in modern History?,unknown,"9
The history of humanity seems to generally go in the direction of more openness and information about other leads to greater cooperation and peace. By adopting those strategies, the EU has been successful and has brought success to a part of the world."
Is the European Union the greatest political peace accomplishment in modern History?,unknown,"7
To date, we don't know other political structures that permits lasting peace between states as well as the EU does, given the cultural diversity and violent history between member states."
Is the European Union the greatest political peace accomplishment in modern History?,unknown,The EU has been unable to prevent wars.
Is the European Union the greatest political peace accomplishment in modern History?,unknown,"3
EU takes credit for the accomplishments of NATO."
Is the European Union the greatest political peace accomplishment in modern History?,con,"3
The economic & political construction of the EU still allows inequalities and social struggles inside its borders, which leads to non-physical violence."
Is the European Union the greatest political peace accomplishment in modern History?,con,"1
What I think as european cititzen is that EU is an oligarchy where Germany and France can make economic war againt other european states as seen in the Greek crisis (Greece was and still is a broken state)"
Is the European Union the greatest political peace accomplishment in modern History?,unknown,"12
The geopolitical balance of power creates the peace in Europe; not the EU institution."
Is the European Union the greatest political peace accomplishment in modern History?,unknown,"2
Some EU countries still encounter a lot of violence inside their borders : terrorism, repression, armed groups, etc."
Is the European Union the greatest political peace accomplishment in modern History?,unknown,"8
Russia puts this peace at risk with its actions on Ukraine territory."
Should the United States have more than two major political parties?,unknown,"7
The American political system should have more than two major political parties."
Should the United States have more than two major political parties?,unknown,"2
A multi-party system would be more democratic."
Should the United States have more than two major political parties?,unknown,Having more political parties would help reduce polarization.
Should the United States have more than two major political parties?,con,"7
More parties would prevent either legislative chamber from being fully controlled by a single party."
Should the United States have more than two major political parties?,unknown,"6
Multi-party systems result in coalitions, and coalition governments aren't stable."
Should the United States have more than two major political parties?,pro,Multi-party systems produce coalition governments; these are less efficient in their decision-making.
Should the United States have more than two major political parties?,unknown,"3
It would be incredibly difficult to introduce a system that doesn't favor two political parties."
Should conscientious objection to abortion be banned?,con,"1
Conscientious objection to abortion should be banned"
Should conscientious objection to abortion be banned?,pro,Personal beliefs have no place in the medical profession.
Should conscientious objection to abortion be banned?,con,"11
Conscientious objection endangers the lives and health of women."
Should conscientious objection to abortion be banned?,con,Conscientious objection is discriminatory and undermines women's rights.
Should conscientious objection to abortion be banned?,unknown,"14
Refusing to perform an abortion is unethical."
Should conscientious objection to abortion be banned?,con,"5
Legalizing conscientious objection undermines the rule of law."
Should conscientious objection to abortion be banned?,con,"11
Laws permitting conscientious objection are discriminatory in favour of Christianity and against other religions."
Should conscientious objection to abortion be banned?,unknown,"2
The state cannot legitimately force doctors to perform an abortion."
Should conscientious objection to abortion be banned?,pro,"12
Performing abortions is only one element of medicine. People should be able to choose to specialise without being forced to perform this particular procedure."
Should conscientious objection to abortion be banned?,con,"7
Banning conscientious objection would violate medical staff's freedom of religion."
Should conscientious objection to abortion be banned?,pro,"2
Such a policy would be counterproductive and hurt the women it aims to protect."
Should conscientious objection to abortion be banned?,pro,Abortion is unethical and it is perfectly legitimate for medical staff to refuse to perform an unethical medical procedure.
Is capitalism good?,unknown,"6
Capitalism is good."
Is capitalism good?,pro,"12
Capitalism incentivizes productivity among workers."
Is capitalism good?,pro,"10
Capitalism has enabled unprecedented improvements in living standards."
Is capitalism good?,unknown,"5
Capitalism allows freedom of choice."
Is capitalism good?,unknown,Capitalism creates competition.
Is capitalism good?,pro,"9
Capitalism promotes unregulated market forces which leads to more efficient production, compared to regulated or planned economies."
Is capitalism good?,pro,"14
Capitalism promotes meritocracy, which is a beneficial outcome."
Is capitalism good?,pro,"9
Capitalism promotes equality."
Is capitalism good?,pro,"11
Capitalism explicitly prioritizes profits over the wellbeing of others, as the wellbeing of others can be incompatible with maximizing profits. Hence, capitalism will inevitably come at the expense of human wellbeing, which is unethical."
Is capitalism good?,unknown,"8
Capitalism encourages greed."
Is capitalism good?,unknown,"3
Capitalism has a negative impact on science."
Is capitalism good?,unknown,"5
Capitalism is incompatible with democracy. (p. 172)"
Is capitalism good?,unknown,"1
Capitalism is unsustainable."
Is capitalism good?,pro,"15
Capitalism violates the human rights for social protection and an adequate standard of living, since the causes of poverty and hunger are tied to globalized capitalism."
Is capitalism good?,con,"11
Capitalism leads to imperialism, which has resulted in devastating consequences for countries."
Should it be okay to publicly approach strangers for sex?,pro,"93
It should be okay to publicly approach strangers for consensual sex."
Should it be okay to publicly approach strangers for sex?,unknown,"2
Publicly asking strangers for sex may lead to greater gender equality."
Should it be okay to publicly approach strangers for sex?,pro,"2
Approaching a stranger in public for consensual sex has a range of potential benefits."
Should it be okay to publicly approach strangers for sex?,pro,"38
Individuals are free to act as they wish, provided they do no harm."
Should it be okay to publicly approach strangers for sex?,pro,Approaching strangers for consensual sex in public may be harmful or dangerous.
Should it be okay to publicly approach strangers for sex?,unknown,"23
Sex outside of a committed relationship is wrong."
Should it be okay to publicly approach strangers for sex?,unknown,"3
In many cultures, outwardly asking a stranger for sex is frowned upon."
Is citizen science beneficial to science?,unknown,"47
Citizen science is beneficial to science."
Is citizen science beneficial to science?,unknown,"Citizen science generates public interest in science, which benefits both the field of science and humanity at large."
Is citizen science beneficial to science?,pro,Citizen science promotes scientific progress.
Is citizen science beneficial to science?,unknown,"The ethics of citizen science are questionable, which affects the integrity of the institution of science."
Is citizen science beneficial to science?,unknown,Citizen science can create an avenue for undermining and distrusting experts.
Is Hamlet Mad?,unknown,Hamlet Is Mad.
Is Hamlet Mad?,con,"7
Hamlet exhibits symptoms that are consistent with diagnosable mental disorders."
Is Hamlet Mad?,unknown,"2
Hamlet's behaviour and actions throughout the play indicate his evident madness."
Is Hamlet Mad?,con,"The degree to which Hamlet is portrayed or viewed as mad varies greatly depending on the broader social, political, and intellectual context in which it is appraised or performed."
Is Hamlet Mad?,unknown,The calculated and methodical nature of Hamlet’s revenge plot indicates that he is a wholly rational individual.
Should US internet platforms be able to remove or demote speech by elected public figures?,pro,"7
Internet platforms in the US should not prohibit or demote any speech by elected officials."
Should US internet platforms be able to remove or demote speech by elected public figures?,unknown,Internet platforms should not be involved in political censorship.
Should US internet platforms be able to remove or demote speech by elected public figures?,con,Elected public figures are trusted by the general populace - it is not the place of an internet platform to go against public consensus.
Should US internet platforms be able to remove or demote speech by elected public figures?,con,The removal or flagging of elected officials' speech constitutes a First Amendment violation.
Should US internet platforms be able to remove or demote speech by elected public figures?,unknown,"The act of being elected does not afford an individual undue privileges - if they break the terms of service of an internet platform, that platform has a right to remove that individual."
Should US internet platforms be able to remove or demote speech by elected public figures?,unknown,"5
Private companies have the right to remove or ban any users for any reason."
Should US internet platforms be able to remove or demote speech by elected public figures?,unknown,Elected public figures can be dangerous. Internet platforms have a responsibility to temper that danger.
Is Narendra Modi good for India?,unknown,"1
Narendra Modi has been good for India."
Is Narendra Modi good for India?,unknown,"6
PM Modi has been strengthening India as a global and regional power."
Is Narendra Modi good for India?,pro,"7
PM Modi has improved India's infrastructure."
Is Narendra Modi good for India?,con,"3
Under PM Modi's leadership, the Indian economy has flourished."
Is Narendra Modi good for India?,pro,"14
PM Modi has improved Indians' quality of life."
Is Narendra Modi good for India?,unknown,"19
Narendra Modi is turning India into an oligarchy and has increased corruption."
Is Narendra Modi good for India?,unknown,"3
PM Modi has divided India."
Is Narendra Modi good for India?,unknown,"4
PM Modi's government has harmed the environment."
Is AI art theft?,unknown,"7
Text-to-image AI generators (like Midjourney and Dall·E2) are built on models that were mostly trained on images on the Internet without the permission or compensation of the artist or their estates. The assertion in question: This is theft."
Is AI art theft?,pro,"1
Even if AI is not directly stealing from creators content, it steals from their presence and thus also potential clients.
Click to see the pros and cons below this claim."
Is AI art theft?,con,These services in particular are making bank from user subscriptions. Some of that should go to the artists who—willingly or unwillingly—contributed to the model.
Is AI art theft?,unknown,Images have been found that were very similar to AI-generated image. That is evidence that the images were stolen.
Is AI art theft?,pro,"If an artist’s name, unique title of a work, or other reference were used in a prompt, it is building directly on the artist’s work, and not compensating them."
Is AI art theft?,con,"3
Artists are not compensated for their contributions."
Is AI art theft?,con,"3
Many of these datasets use content that was not explicitly permitted to be used to train the AI."
Is AI art theft?,unknown,"1
Aspects of it are, if not theft, then certainly unethical. A machine that learns using uncredited and uncompensated artwork is essentially a tool being built from parts its owner didn't pay for."
Is AI art theft?,unknown,These services are taking work away from artists! It’s opportunity theft.
Is AI art theft?,con,"7
The term ‘theft’ can be misleadingly concrete in this assertion, which in turn can make it seem easy to dismiss. A thorough examination would dismiss a concrete interpretation in favor of an abstract one, in which the act must be examined ethically."
Is AI art theft?,unknown,"6
Training the AI is not that different from humans training themselves. The work is used as a reference to learn techniques, both broad and precise, to create their own works. Copying Mickey Mouse is infringing on copyright. Drawing a mouse in the Disney house style is still an original - if unimaginative - distinct creation."
Is AI art theft?,unknown,"""Theft"" is an inaccurate term for potential copyright infringement."
Is AI art theft?,unknown,"People are more influenced by the works they see than the AI models are. (The number of images a given human can see is orders of magnitude less than what the model has been trained on.) We don’t charge the students who study and even mimic other works, we should not hold companies to the same standard."
Is AI art theft?,pro,"“Theft” does a lot of heavy lifting as it implies not just the duplication of a product, but for the purpose of enjoying said product without having to pay the creator. A pirated movie is a potential lost sale. Training an AI does duplicate the product, but said product is effectively disassembled for parts so the AI can learn; inside the AI system, the work is no longer there, but is part of the amalgam of collected data."
Is AI art theft?,pro,"Art produced by AI is, thus far, derivative and deconstructed, both of which are protected and neither require any compensation on the part of the owners of the original work; e.g. Andy Warhol doesn’t owe Campbell’s anything just because he painted their soup can."
Is AI art theft?,pro,The operator of AI creation tools adds their own creativity by writing the prompt. This adds sufficiently 'new' things to the work to be considered original.
Is AI art theft?,unknown,"The outputs of any particular image can be checked for uniqueness, and rejected if too similar. So this is an implementation detail, and not a wholesale rejection of the premise."
Is AI art theft?,unknown,"1
AI gives people who had hard time being artists becoming artists. Not everyone has the time to become artists, AI gives more chances"
Should Trump be impeached and removed from office?,unknown,"63
Donald Trump should be impeached and removed from office."
Should Trump be impeached and removed from office?,con,"13
Allowing Trump's alleged misconduct to continue without consequences sets a dangerously poor precedent for future leaders of the country."
Should Trump be impeached and removed from office?,con,"16
Trump has tried to take actions that are unconstitutional. For this, he should be impeached."
Should Trump be impeached and removed from office?,unknown,"18
Trump should be impeached because he is mentally unfit to serve as President."
Should Trump be impeached and removed from office?,unknown,"5
Trump should be impeached on ethical and moral grounds, in part for harming the wellbeing of US citizens."
Should Trump be impeached and removed from office?,unknown,"2
Trump should be impeached on political grounds."
Should Trump be impeached and removed from office?,unknown,"2
Trump has been involved in actions that stand in violation of US federal law."
Should Trump be impeached and removed from office?,unknown,"4
Impeachment should be reserved for actions so egregious that there is bipartisan support for the same."
Should Trump be impeached and removed from office?,pro,"1
Trump becoming impeached could cause more uproar than it is probably worth. It could simply be left up to the people again to decide if he should be in office or not at the next elections."
Should Trump be impeached and removed from office?,unknown,"3
It is likely that impeachment would not achieve the goal of holding Trump accountable for his wrongdoings."
Should Trump be impeached and removed from office?,con,"Absolutely not!Predident Trump has comiited no crime and is a victim of unjustified attacks and accusations by corrupt individuals in Congress, the judiciary and the media."
Should nuclear energy replace fossil fuels?,unknown,"3
Nuclear energy should be used to replace fossil fuels."
Should nuclear energy replace fossil fuels?,unknown,"8
Nuclear energy is cleaner than fossil fuels."
Should nuclear energy replace fossil fuels?,unknown,"11
Nuclear energy holds significantly more potential than fossil fuels, evolving through technological breakthroughs and increased efficiency."
Should nuclear energy replace fossil fuels?,unknown,"6
Nuclear power is more cost-efficient than fossil fuels."
Should nuclear energy replace fossil fuels?,unknown,"7
Nuclear power plants present a greater hazard than other forms of power generation."
Should nuclear energy replace fossil fuels?,pro,"14
Nuclear energy is usually powered by uranium, a nonrenewable source of energy, which is inherently unsustainable.
 Unsupported
tried to merge the pro into this claim but there is very little evidence to suggest uranium would run out during humans' time on earth...would be good to look at what we could do here.
Show more"
Should Obligatory Community/Military Service Be Introduced?,unknown,"21
Obligatory Community/Military Service Should Be Introduced."
Should Obligatory Community/Military Service Be Introduced?,pro,"9
Performing community/military service provides benefits for the individuals who participate."
Should Obligatory Community/Military Service Be Introduced?,unknown,"8
Citizens have a moral duty to serve their society in return for the various rights and privileges that they are granted by society."
Should Obligatory Community/Military Service Be Introduced?,unknown,"16
Introducing obligatory community service would lead to many benefits for society."
Should Obligatory Community/Military Service Be Introduced?,unknown,"2
Obligatory service is an unfair infringement upon citizens' rights to freedom and self-determination."
Should Obligatory Community/Military Service Be Introduced?,unknown,"3
Obligatory service is a waste of resources."
Should Obligatory Community/Military Service Be Introduced?,unknown,"15
People who do not want to do military or community service are unreliable as workers."
Should Obligatory Community/Military Service Be Introduced?,unknown,Militaries are inherently harmful institutions and as such their workforce should not be augmented beyond necessity.
Should churches pay tax?,unknown,"118
Churches in the United States should lose their automatic tax-exempt status."
Should churches pay tax?,pro,"2
Giving churches an automatic tax break could be viewed as the state supporting religion, which is inappropriate."
Should churches pay tax?,unknown,"1
Tax exemptions are a privilege and should not automatically be granted to any organisation, including churches.
 Unclear
have merged some duplicate threads under here as discussed in other locations. However, child claims here will now need some attention"
Should churches pay tax?,pro,"23
Churches are often politically active and thus don't deserve tax-exempt status, which is accorded to non-politically active non-profits."
Should churches pay tax?,pro,"1
Religions generally approve of paying taxes."
Should churches pay tax?,unknown,"16
Governments that operate under a separation of church and state aren't positioned to claim authority to tax churches, regardless of whether churches do social good."
Should churches pay tax?,unknown,"4
The loss of existing tax exemptions will place a substantial financial burden on religious organisations."
Is Star Citizen a scam?,unknown,"7
Star Citizen is a scam."
Is Star Citizen a scam?,pro,The scope of the project keeps growing so that more money can be raised without ever releasing a finished product.
Is Star Citizen a scam?,unknown,"1
Chris Roberts has assigned close family members key positions on the company, even though they may not be really qualified to the job."
Is Star Citizen a scam?,unknown,"3
The technology in Star Citizen is revolutionary and will raise the bar for video games. That, obviously, takes time and money."
Is Star Citizen a scam?,unknown,"Star Citizen is being developed by CIG, which is a legitimate business."
Is Star Citizen a scam?,pro,There is evidence that CIG is likely to release a product at some point.
Is Pornography Art?,unknown,"2
Pornography is art."
Is Pornography Art?,unknown,"2
The definition of art is highly subjective, so the classification of pornography as art depends on who is viewing it."
Is Pornography Art?,pro,Art is the use of creativity to produce something that is both expressive and aesthetically pleasing. Porn does just this.
Is Pornography Art?,pro,"2
Pornography is a multi-billion dollar industry which does not aim at generating beauty or art, but profit."
Is Pornography Art?,unknown,"15
Pornography is not art because it has harmful effects."
Should (compulsory) school education focus on science rather than humanities?,unknown,"13
Compulsory school education should focus on science rather than humanities."
Should (compulsory) school education focus on science rather than humanities?,unknown,"29
Young adults should have a sound understanding of how the world works. This requires sound education in STEM subjects."
Should (compulsory) school education focus on science rather than humanities?,unknown,"6
Focusing on science at an early age is likely to result in more young people studying science degrees over humanities degrees at degree level. This will have a positive impact on their careers."
Should (compulsory) school education focus on science rather than humanities?,pro,"6
There is no human progress without science. For its purpose, science explains the way the natural world behaves. The more knowledgeable you are about science, the more creative you become, the more you'll contribute to humanity."
Should (compulsory) school education focus on science rather than humanities?,con,"3
Science is the backbone of our society and we need many people that care conversant in its many aspects."
Should (compulsory) school education focus on science rather than humanities?,unknown,"24
The ideal citizen will be informed about both sciences and humanities and will know why a balance of both is so important."
Should (compulsory) school education focus on science rather than humanities?,unknown,"6
If we only study science, we are unlikley to develop a scope of thinking with values and understanding the ideology."
Should (compulsory) school education focus on science rather than humanities?,unknown,"2
Students are likely to have different preferences. Educational institutions should encourage students to develop their academic interests."
Should (compulsory) school education focus on science rather than humanities?,con,The idea of science and humanities as separate complete concepts is now recognized as a false dichotomy. Thus it would be irresponsible for educators to continue perpetuating this by focusing on 'one over the other'.
Should (compulsory) school education focus on science rather than humanities?,unknown,It is important for young people to learn about traditions and culture.
Should (compulsory) school education focus on science rather than humanities?,unknown,"Education in philosophy enhances individual's critical thinking skills, reasoning abilities and argument analysis."
Should life skills be taught in K12 school?,unknown,"14
Life skills should be taught in school."
Should life skills be taught in K12 school?,unknown,"13
Learning life skills in school would benefit society."
Should life skills be taught in K12 school?,pro,"6
Teaching life skills in school will improve student attitudes to learning."
Should life skills be taught in K12 school?,unknown,Schools should capitalize on children's ability to absorb large amounts of information in early childhood.
Should life skills be taught in K12 school?,unknown,"9
Teaching children to succeed in life is the original reason why school was made."
Should life skills be taught in K12 school?,unknown,"2
Many adults do not have the time or knowledge to teach life skills to their children."
Should life skills be taught in K12 school?,unknown,"5
Teaching life skills in school would be ineffective and thus wasteful."
Should life skills be taught in K12 school?,unknown,"4
It is a parent's responsibility, not a teacher's, to teach children valuable life skills."
Should life skills be taught in K12 school?,unknown,"4
Revamping the education system to include life skills would be more hassle than it is worth."
Should private schools be banned?,unknown,"40
Private schools should be banned."
Should private schools be banned?,pro,"1
Public education is likely to improve in a world without private schools."
Should private schools be banned?,unknown,"11
Private schools lead to greater societal inequality."
Should private schools be banned?,unknown,"13
Private schools enhance individual and educational freedoms."
Should private schools be banned?,con,Private schools are good for the economy.
Should private schools be banned?,unknown,"5
A ban on private schools would not be practical to enforce."
Should public nudity be legal?,unknown,"60
Public nudity should be legal."
Should public nudity be legal?,pro,"21
Public nudity is a valid and popular form of self-expression and thus should be recognized and protected by law."
Should public nudity be legal?,pro,"The normalization of public nudity would provide a variety of social benefits. To achieve this normalization, public nudity must be legalized."
Should public nudity be legal?,unknown,Legalizing public nudity would be detrimental to the mental and physical health of all people.
Should public nudity be legal?,unknown,"6
The legalization of public nudity would cause social tensions and harm individuals and communities."
Is Fine Tuning Good Evidence for a Creator?,unknown,"5
Fine tuning is good evidence for a creator."
Is Fine Tuning Good Evidence for a Creator?,unknown,"7
Fine tuning may be due to the fact that all of the existence is an artificial (computer) simulation (simulation hypothesis)."
Is Fine Tuning Good Evidence for a Creator?,con,Many physical constants appear finely tuned for scientific discovery.
Is Fine Tuning Good Evidence for a Creator?,con,"1
Many physical constants appear finely tuned to permit life."
Is Fine Tuning Good Evidence for a Creator?,unknown,"In order for X to be good evidence for A over B, the chance of A given X must be significantly higher than the chance of B given X. However, this doesn't isn't the case with X=fine tuning, A=theism, and B=naturalism."
Is Fine Tuning Good Evidence for a Creator?,unknown,"3
The assumption that all of nature has been tuned only to support life on Earth is an anthropocentric bias."
Is Fine Tuning Good Evidence for a Creator?,unknown,"If a transcendental creator, who’s complex enough to create matter, energy, space, life, and the laws that govern them, can exist eternally, without explanation— so can a complex, eternal, physical reality that supports life."
Is Fine Tuning Good Evidence for a Creator?,pro,"Just because an event is highly unlikely to occur due to chance, that does not mean the outcome was probably not due to chance."
Is Fine Tuning Good Evidence for a Creator?,con,"Ryan Stringer's ""divine pruning argument"" defeats the fine tuning argument because it uses the same logic to arrive at the opposite conclusion."
Is Fine Tuning Good Evidence for a Creator?,con,"4
We cannot infer that most combinations of physical laws and constants would be incapable of supporting life."
Is Fine Tuning Good Evidence for a Creator?,unknown,The universe is not finely tuned because the vast majority of it appears hostile to life.
Is Fine Tuning Good Evidence for a Creator?,unknown,Explanations other than a creator plausibly exist for fine tuning.
Is Fine Tuning Good Evidence for a Creator?,pro,"If God finely tuned the universe, he would have to be finely tuned too. Thus, God doesn't help solve the problem."
Should the Electoral College be abolished?,unknown,"1
The Electoral College should be abolished."
Should the Electoral College be abolished?,unknown,"9
The Electoral College discriminates against smaller parties participating in the selection of the president, perpetuating a two-party system."
Should the Electoral College be abolished?,unknown,"28
The Electoral College system results in unfair outcomes for voters."
Should the Electoral College be abolished?,unknown,"24
The Electoral College no longer works as it was intended by the Founding Fathers. The fact that it no longer serves this purpose suggests that it is no longer necessary."
Should the Electoral College be abolished?,unknown,"4
The Electoral College empowers states as political units, which supports the system of federalism that is important to US governance."
Should the Electoral College be abolished?,unknown,"7
The Electoral College should be reformed, rather than abolished."
Should the Electoral College be abolished?,pro,"4
The Electoral College reduces the probability that electoral mechanisms fail."
Should fracking be banned?,unknown,"4
Fracking should be banned."
Should fracking be banned?,pro,"12
Fracking is known to cause health problems in the areas surrounding the drill sites."
Should fracking be banned?,unknown,"23
Given that renewable sources of energy are available, it is wrong to use non-renewables."
Should fracking be banned?,unknown,"7
Fracking is bad for the environment."
Should fracking be banned?,unknown,"4
Fracking poses substantial risks to its surrounding region."
Should fracking be banned?,con,"18
Fracking makes economic sense."
Should fracking be banned?,pro,"5
Fracking at home reduces the dependence on overseas producers of oil and gas."
Should fracking be banned?,pro,"9
An outright ban would rule out any potential future improved system that might be safe for the environment."
Should fracking be banned?,con,"2
All sources of Oil and Gas have some environmental consequences and risks: from blowouts that can affect a whole coastline to pipeline leaks that affect a previously unspoiled locality. For as long as we continue to need these resources the Government has a responsibility to tightly regulate 'all' sources of them to achieve near-zero risk. The cost consequences would be more tightly focused than any blanket ban."
Should the US Recognize Palestine as a State?,unknown,"36
The US Should Recognize Palestine as a State."
Should the US Recognize Palestine as a State?,unknown,"56
American recognition of a Palestinian state may end the destabilising Israeli occupation."
Should the US Recognize Palestine as a State?,unknown,"24
Palestine is a legitimate state and deserves to be recognised as such."
Should the US Recognize Palestine as a State?,unknown,"5
The US has an obligation to recognise Palestine as a state."
Should the US Recognize Palestine as a State?,unknown,"35
Recognizing Palestine while it is partially ruled by Hamas is equivalent to legitimizing a terrorist organization."
Should the US Recognize Palestine as a State?,unknown,"59
Palestinians refuse to recognise Israel as a Jewish state. It is, therefore, hypocritical of them to demand that other actors recognise them as a legitimate state."
Should the US Recognize Palestine as a State?,con,"27
The US should not support the two-state solution, which is concomitant with recognizing Palestine as a state, as it is not the best outcome for the region."
Should the United States close Guantanamo Bay?,unknown,Guantanamo Bay should be closed.
Should the United States close Guantanamo Bay?,con,Guantanamo Bay's continued use is unethical.
Should the United States close Guantanamo Bay?,unknown,Guantanamo Bay has done little to make the United States safer.
Should the United States close Guantanamo Bay?,pro,Closing Guantanamo Bay will improve American diplomatic relations.
Should the United States close Guantanamo Bay?,unknown,Keeping Guantanamo Bay open is expensive.
Should the United States close Guantanamo Bay?,unknown,There is no suitable solution for dealing with many current prisoners if Guantanamo Bay were to close.
Should the United States close Guantanamo Bay?,unknown,Closing Guantanamo Bay is politically unpopular.
Should the United States close Guantanamo Bay?,unknown,Guantanamo Bay is needed to keep innocent people safe from terror suspects.
Should the United States close Guantanamo Bay?,unknown,"Guantanamo Bay doesn't need to be closed, it needs to be reformed."
Should the United States close Guantanamo Bay?,unknown,The alternatives to Guantanamo Bay are both less safe for the United States and less humane for terror suspects.
Should homework be mandatory?,unknown,"2
Homework should be mandatory."
Should homework be mandatory?,unknown,Homework is academically beneficial for students.
Should homework be mandatory?,unknown,"1
Homework teaches students vital skills which are not solely restricted to academia."
Should homework be mandatory?,unknown,Schools should not outsource teaching to parents in the form of homework.
Should homework be mandatory?,unknown,There is no time for doing homework alongside school and hobbies.
Should homework be mandatory?,con,Homework perpetuates inequalities by penalizing students who don't live in an environment conducive for doing homework.
Should The Date of Australia Day Be Changed?,unknown,"4
The date of Australia Day should be changed."
Should The Date of Australia Day Be Changed?,unknown,"8
The current date reflects a day of great tragedy for the Aboriginal people of Australia."
