topic,side,content
"Should the US remove Confederate memorials, flags, and monuments from public spaces?",con,"10
Confederate monuments, flags and memorials honor an important part of the American story."
"Should the US remove Confederate memorials, flags, and monuments from public spaces?",con,"7
These statutes have been around for a very long time and no one has cared. They were uncontested earlier and therewith became a part of our society."
Should minors need parental consent for abortions?,con,"9
Parental consent should be required for pregnant minors to have abortions."
Should minors need parental consent for abortions?,pro,"6
Doctors require parental consent for most medications and procedures. Due to an abortion's long-lasting implications, it should not be an exception."
Should minors need parental consent for abortions?,pro,"17
Parents have far more life experience and can appropriately balance the disadvantages with advantages."
Should minors need parental consent for abortions?,con,"5
Parental consent should be required on conditions."
Should minors need parental consent for abortions?,con,"1
Parental consent laws might increase the number of unsafe or illegal abortions."
Should minors need parental consent for abortions?,con,"17
Parental consent requirements may further enable abusive relationships between parents and their children."
Should minors need parental consent for abortions?,con,"9
Parental consent laws may lead minors to travel for abortions in other jurisdictions, which may pose financial, legal and health risks."
Should Comprehensive Sex Education be Mandatory?,con,"6
Mandatory comprehensive sex education will have unintended consequences."
Should Comprehensive Sex Education be Mandatory?,con,"It is unfair to force teachers to deliver content which may make them feel uncomfortable, or even actively contradict their beliefs."
Should Comprehensive Sex Education be Mandatory?,pro,"6
Comprehensive sex education from an early age is necessary to protect children from abuse."
Should Comprehensive Sex Education be Mandatory?,pro,"12
Comprehensive sexual education is necessary so people can fully exercise their reproductive and sexual rights."
Should Comprehensive Sex Education be Mandatory?,con,"5
Since education, as such, is mandatory in liberal democracies because it is a social and an economic good, then anything that is for the social and economic good should also be mandatory - otherwise, there is no reason for mandatory education, at all."
Should Governments Ever Limit Free Speech?,pro,"5
Free speech is important for the progression of a country's politics and culture."
Should Governments Ever Limit Free Speech?,pro,"7
Regulations on free speech protect individuals from unnecessary harm."
Should juveniles who commit violent crime be treated as adults in the criminal justice system?,pro,"4
Treating juveniles who commit violent crimes as adults in the criminal justice system will encourage more serious punishment, therefore better protecting society from these offenders."
Should juveniles who commit violent crime be treated as adults in the criminal justice system?,pro,"6
Nowadays, juveniles are used by syndicates to do crime because of their advantages on penalties. Reducing those advantages will dissuade the syndicates from using them by some degree. This shall be governed carefully to avoid moral problems to the juvenile."
Should pedophilia be classed as a sexual orientation?,pro,"32
Classing pedophilia as a mental disorder will ensure affected individuals receive appropriate treatment."
Is anarchy the only ethical system of society?,con,"5
Anarchy is flexible and is the best system to converge on rules desired by the people through a free market place of ideas."
Is anarchy the only ethical system of society?,con,"11
Anarchism allows for coexistence of societies/communities with a variety of organizational, political, and moral concepts - including non-anarchist ones."
Is anarchy the only ethical system of society?,pro,"18
Humans are naturally ethical and anarchy provides them with the freedom to live ethically."
Is keeping AI closed source safer and better for society than open sourcing AI?,con,Keeping AI closed-source slows down the speed at which bad actors gain control of powerful technology.
Is keeping AI closed source safer and better for society than open sourcing AI?,pro,"People's privacy and safety is better protected if e.g. medical professionals and non-profit organizations drive AI development and deployment, not commercial interests. Open source enables that."
Is keeping AI closed source safer and better for society than open sourcing AI?,pro,"Open source promotes the development of AI systems that are transparent and aligned with human values, reducing the risk of AI-driven harm."
Is Capital Punishment in the United States justified?,con,"9
The death penalty is often applied in an arbitrary, discriminatory, or inconsistent manner."
Is Capital Punishment in the United States justified?,pro,"7
The death penalty is not efficient in terms of costs and procedure."
Is Capital Punishment in the United States justified?,pro,"8
Capital punishment improves public safety."
Should Florida Pass HB 887 (Guardianship)?,pro,"This bill revises guardianship laws, mandates public guardian rotation, sets minors' visitation rights, requires strong evidence to restrict contact, specifies power of attorney suspension protocols, and imposes periodic guardianship reevaluations"
Should Florida Pass HB 887 (Guardianship)?,pro,"HB 887 introduces rigorous safeguards to prevent exploitation and neglect within the guardianship system. It mandates detailed reporting and accountability from guardians, ensuring that they manage their wards' finances and well-being transparently. These measures aim to address issues of abuse and mismanagement that have plagued the current system. By enforcing stricter oversight, the bill will help protect vulnerable individuals from potential harm."
Should Florida Pass HB 887 (Guardianship)?,pro,Establishes clearer criteria and procedures for suspension of power of attorney
Should Florida Pass HB 887 (Guardianship)?,pro,Protects the rights of the family to contact and visit the ward.
Should Florida Pass HB 887 (Guardianship)?,pro,"Could strain judicial resources with additional jury requirements
Click to see the pros and cons below this claim."
Should Florida Pass HB 887 (Guardianship)?,pro,May lead to more frequent court proceedings and disputes
Should Florida Pass HB 887 (Guardianship)?,con,Possible increased contention among family members due to formalized visitation rights and power of attorney decisions
Should Florida Pass HB 887 (Guardianship)?,pro,Potentially increases legal complexity and procedural burdens
Should the use of AI in law be welcomed?,pro,"AI is less susceptible to errors than human beings. In a legal context, this has the potential to prevent miscarriages of justice.
Click to see the pros and cons below this claim."
Should the use of AI in law be welcomed?,pro,"The automation of the legal practice should not be encouraged, as it poses a significant threat to the livelihoods of legal professionals."
Should Conduct in Virtual Reality be Subject to the Laws of the Real World?,pro,"4
Actions in virtual reality can have profound psychological consequences."
Should Conduct in Virtual Reality be Subject to the Laws of the Real World?,pro,"10
Activities exclusive to virtual economies should be afforded the same set of protections as those in the real economy."
Should Conduct in Virtual Reality be Subject to the Laws of the Real World?,con,Actions can be immoral and harmful to the point of illegality —  even if they do not have physical consequences.
Should Conduct in Virtual Reality be Subject to the Laws of the Real World?,con,"9
Virtual realities allow people to easily conduct crimes of a far greater magnitude than is possible in the real world."
Should Conduct in Virtual Reality be Subject to the Laws of the Real World?,con,"3
If a particular virtual reality allows for crimes to be performed, users have consented to that possibility."
Should Florida Pass SB 1178 (Condominium and Cooperative Associations)?,pro,"This bill regulates condo/co-op associations, entails manager/disclosure rules, mandates record return on contract end with penalties for noncompliance, and dictates conflict of interest protocols."
Should Florida Pass SB 1178 (Condominium and Cooperative Associations)?,pro,"Disputes between residents and associations can often lead to prolonged conflicts and dissatisfaction. SB 1178 addresses this issue by introducing improved dispute resolution mechanisms. The bill provides for mediation and arbitration processes to resolve conflicts more efficiently and fairly. By streamlining these processes, SB 1178 aims to reduce the need for costly and time-consuming legal battles, fostering a more harmonious community environment.
Click to see the pros and cons below this claim."
Should Florida Pass SB 1178 (Condominium and Cooperative Associations)?,pro,Requires conflict of interest disclosures to protect association interests.
Should Florida Pass SB 1178 (Condominium and Cooperative Associations)?,con,"Implements consequences for the non-return of records, ensuring accountability."
Should Florida Pass SB 1178 (Condominium and Cooperative Associations)?,con,Enforces transparency among condo/co-op association managers.
Should Florida Pass SB 1178 (Condominium and Cooperative Associations)?,con,May lead to cancellation of beneficial contracts due to strict compliance requirements.
Should Florida Pass SB 1178 (Condominium and Cooperative Associations)?,pro,Requires associations to navigate more complex contract approval processes.
Should Florida Pass SB 1178 (Condominium and Cooperative Associations)?,con,"The presumption of conflict may unfairly affect managers with non-disclosed, but non-material, conflicts."
Is Vigilantism Ever Permissible?,pro,"1
When the state and its organs prove incapable of providing justice to the people, it is necessary for some other group to step up and provide said justice."
Is Vigilantism Ever Permissible?,pro,"1
Communities would feel safer knowing that a group has protectors hiding in plain sight, in their community."
Is Vigilantism Ever Permissible?,con,"4
Taking charge of the law means challenging the state’s capacity to implement law and order. Since this capacity is ultimately based on coercion, vigilantism can be considered as challenging the state’s monopoly on legitimate violence."
Is Gender a Social Construct?,con,"59
Gender is a social construct."
Is Gender a Social Construct?,con,"36
Gender is a social construct because its features are fluid and change throughout time and across societies."
Is Gender a Social Construct?,con,"7
Gender is constructed to uphold hierarchical social structures and would not exist otherwise."
Is Opposite Sex Parenting Preferable to Same-Sex Parenting?,pro,"A husband and wife can impart significantly more knowledge and wisdom, as they differ more in perspectives, procedures, relationship, and relatability than a homosexual couple."
Is Opposite Sex Parenting Preferable to Same-Sex Parenting?,pro,"1
Same sex couples are generally more prepared to be good parents and provide a loving and stable home than opposite sex couples."
Is Opposite Sex Parenting Preferable to Same-Sex Parenting?,con,Same-sex parents are more likely to raise compassionate and politically/socially involved children who concern themselves with creating a fairer world.
Should all religions be banned on a global scale?,pro,"10
Religion has been an obstacle to social progress."
Should all religions be banned on a global scale?,con,"3
Religion is the primary cause of conflict around the world."
Should all religions be banned on a global scale?,con,Religion is used to instill psychological control through guilt and fear.
Should every country be ethno-nationalist?,con,Ethno-nationalism would be detrimental to the economy of the nation.
Is it okay to physically torture prisoners?,con,"20
Torture could act as an excellent deterrent. Knowing torture is acceptable is likely to make individuals reconsider actions that leave them vulnerable to it."
Is it okay to physically torture prisoners?,pro,"4
The beneficial insights into human physiology and psychology revealed in the process of torture help justify its application."
Should graphic warning images be removed from cigarette packaging?,pro,The inclusion of graphic images helps to improve outcomes for both smokers and non-smokers.
Is Science Akin To Religion?,con,"Science typically acknowledges questions it can't answer instead of putting forward answers as the truth, most likely truth or a good thing to believe in. There are many open questions in science such as what dark matter is. In science, belief, especially strong belief, has a negative connotation while religions consider it a virtue."
Is Science Akin To Religion?,con,"19
Science is highly dynamic and constantly evolving; religions are usually static and conservatory."
Is Science Akin To Religion?,pro,"4
Science has a very high success rate in estimating the outcome of its predictions which are proven by technology inventions improving lives. No religion could demonstrate its predictions with that kind of accuracy or success rate."
Is Science Akin To Religion?,pro,"4
Religion is based on fantasy and huge leaps of faith. Science is provable by justifiable facts. Gravity is caused by the mass of objects, fact. God exists, fantasy."
Should Florida Pass HB 1431 (International Drug Reference Pricing)?,pro,"This bill imposes international price benchmarking for prescription drugs from 2025, promises lower costs for patients/payers, demands reporting, and enforces fines for noncompliance."
Should Florida Pass HB 1431 (International Drug Reference Pricing)?,pro,"The rising cost of prescription drugs is a significant driver of overall health care expenses. By reducing drug prices through HB 1431, Florida can contribute to the broader goal of controlling health care costs and ensuring the sustainability of health care systems. Lower drug costs can alleviate financial pressure on both individual patients and public health programs, leading to more sustainable and efficient health care delivery.
Click to see the pros and cons below this claim."
Should Florida Pass HB 1431 (International Drug Reference Pricing)?,pro,Annual reporting and monitoring could provide data for further healthcare financial reforms.
Should Florida Pass HB 1431 (International Drug Reference Pricing)?,con,Can potentially lower drug costs for consumers.
Should Florida Pass HB 1431 (International Drug Reference Pricing)?,pro,Risk of reduced profits might discourage drug companies' investment in innovation.
Is the Gulabi Gang a force for good in India?,pro,"1
The Gulabi Gang provides an effective platform to bring systematic change to India."
Is the Gulabi Gang a force for good in India?,pro,"7
Apart from its efforts to combat sexual violence, the Gulabi Gang is also helping women cope with the day-to-day problems that they face in a sexist society."
Should humans procreate?,pro,Humans should not procreate.
Should humans procreate?,con,"14
Every human puts a great strain on the environment through consumption."
Should humans procreate?,pro,"2
Procreating is selfish."
Should humans procreate?,pro,"1
Procreation comes with great risks for the mother."
Should humans procreate?,pro,"6
Not procreating will ultimately lead to human extinction and this is a bad thing."
Should humans procreate?,pro,"4
Humans have a right to determine what happens to their bodies. Procreation is one such choice."
Should humans procreate?,pro,Procreation is in our nature.
Should humans procreate?,pro,"3
Procreating brings joy and security to parents."
Is LeBron James better than Michael Jordan?,con,"2
LeBron James has had a longer and more consistent NBA career than Michael Jordan."
Should European Monarchies Be Abolished?,con,Monarchy is an outdated concept.
Is Having Children Selfish?,con,"4
There can be a selfish economic motivation behind having children."
Is Having Children Selfish?,con,Having a child involves considerable sacrifice on the part of parents. It is a more selfless than selfish decision.
Should Referendums Be Abolished?,pro,"6
The average citizen, unlike a professional politician, is not able to make well-grounded decisions about complex political subject matters."
Should Referendums Be Abolished?,pro,"38
Referendums provide a way to settle contentious issues when elected officials are unable to make a decision."
Should Referendums Be Abolished?,con,"Referendums for policy decisions should be an option, but their use should be constrained, with high thresholds to get on the ballot and constraints on the types of policies they can control."
Should homeschooling be banned?,con,"11
Homeschooling can make children more vulnerable to abuse and other harmful situations, preventing them from continuing their education later in life."
Should homeschooling be banned?,pro,Homeschooling can improve the academic attainment of many students.
Should mobile phones be used in the classroom?,pro,"3
Mobile phones are a good way of providing easy access to learning resources."
Should There Be Religious Exemptions To The Law?,con,"6
For citizens in the US, this violates the First Amendment: ""Congress shall make no law respecting an establishment of religion""."
Should There Be Religious Exemptions To The Law?,con,"4
Laws have been created from religious right and wrongs. It would undermine their creation to ignore religion when contemplating the law."
Should There Be Religious Exemptions To The Law?,pro,"2
Laws are created to protect our society and so if we create religious exemptions to our laws then we are not protecting our society but instead creating precedent for overruling any law that goes against our individual core beliefs."
Should There Be Religious Exemptions To The Law?,pro,"1
The purpose of the law is to protect the rights of the citizens. So long as no one's rights are being violated, there are no good reasons to not have religious exemptions."
Should There Be Religious Exemptions To The Law?,con,"13
Freedom of religion and conscience is a fundamental human right which no ruler, representative or monarch, can abrogate."
Should There Be Religious Exemptions To The Law?,con,"3
Exemptions help the state avoid unnecessary confrontations with its citizens."
Should There Be Religious Exemptions To The Law?,con,"2
Religious exemptions arise when the law compels people to do something many do not want to do. The exemptions are an acknowledgement that other forces also compel people's actions creating unresolveable conflict."
Should Routine Childhood Vaccines Be Mandatory?,pro,"If diseases like smallpox and polio were eradicated, doctors could be trained for progressive medicine and new discoveries in medicine rather than having to still learn about old treatments for diseases that could long be gone."
Should Routine Childhood Vaccines Be Mandatory?,pro,"2
Mandating childhood vaccines ensure that parents choices do not compromise child well-being later in life."
Should Routine Childhood Vaccines Be Mandatory?,con,"9
The creation and testing of vaccines conflicts with animal rights."
Should Routine Childhood Vaccines Be Mandatory?,pro,"2
Rendering vaccines mandatory does not necessarily represent a cost-effective way of improving public health in all countries."
Should the Bible be considered a historical document?,con,"7
The Bible should be considered a historical document."
Should the Bible be considered a historical document?,con,"3
The Bible fails to meet the criteria needed for it to be considered a historical source."
Should the Bible be considered a historical document?,con,"8
The Bible contains many contradictions and inconsistencies. These contradictions and inconsistencies make it difficult to rely on the Bible as a historical document."
Should the US Pay Reparations for Slavery?,con,Descendants of slaves continue to be disadvantaged by the legacy of slavery. Those who perpetrated it are still benefitting. Reparations would remedy this harm.
Should the US Pay Reparations for Slavery?,pro,"6
The US government paying reparations would create new domestic and international political problems which could have grave consequences for all Americans."
Should the US Pay Reparations for Slavery?,con,"18
Paying reparations would cause economic harms to all Americans."
Should gender reassignment procedures for minors be allowed?,pro,"7
Gender reassignment procedures for minors should be allowed."
Should gender reassignment procedures for minors be allowed?,pro,"25
Gender-affirming procedures should be provided as early as possible to optimize benefits."
Should gender reassignment procedures for minors be allowed?,con,"19
Minors are not developmentally equipped to consent to major life decisions such as gender-affirming surgery."
Should gender reassignment procedures for minors be allowed?,pro,"16
Minors should be prohibited from permanent gender-affirming procedures; instead, temporary procedures should be preferred."
Should the US Government commit to a Green New Deal?,con,"The Green New Deal would decarbonise the US economy by 2030, which is necessary to address the growing crisis posed by climate change."
Should the US Government commit to a Green New Deal?,con,"11
The Green New Deal would benefit workers struggling in the current economy."
Should the US Government commit to a Green New Deal?,con,"3
The Green New Deal envisions much greater federal involvement in the market economy. However, this is unjustified because the federal government should have minimal involvement in the market."
Should the US Government commit to a Green New Deal?,con,The Green New Deal would hurt the US economy.
Is Egalitarianism a better alternative than Feminism?,pro,"2
Egalitarianism promotes our shared humanity."
Is Pope Francis a good pope?,pro,"10
Pope Francis has been proactive in implementing positive institutional change in the Catholic Church."
Is Porn Beneficial?,con,Porn is beneficial for the individual consuming it.
Is Porn Beneficial?,con,Creating and consuming pornography is unethical and therefore not beneficial.
Should Human Life Be Valued Above Animal Life?,pro,"13
Humans have a moral duty to protect human lives over those of animals."
Should Human Life Be Valued Above Animal Life?,con,"2
Humans make the most valuable contributions to the world and therefore should be valued above animals."
Should Equal Paternity/Maternity Paid Leave Be Mandatory?,pro,"7
In the Western world, declining birth rates threaten increasing economic instability. Mandatory equal paternity/maternity paid-leave should encourage people to reproduce in more stable circumstances."
Should the United Kingdom remain a member of the European Union?,con,Only by remaining in the EU would the UK be capable of contributing to EU reform.
Should the United Kingdom remain a member of the European Union?,con,"21
Leaving the European Union is likely to be economically catastrophic for the UK."
Should the United Kingdom remain a member of the European Union?,con,"20
The EU has centralized power and continues to further do so, which means the UK has less control over its own laws and practices."
Should the United Kingdom remain a member of the European Union?,con,"7
Leaving the EU allows Britain to be able to better control immigration flows."
Should the United Kingdom remain a member of the European Union?,pro,"16
Considering the time, money and energy spent by all sides on the UK's departure, staying in the EU seems inappropriate."
Is moral non-compulsion evidence against naturalistic evolution?,pro,"3
If naturalistic evolution were true, we probably would have developed a physical inability to commit harmful acts rather than a mere intuition that we shouldn't do them."
Is moral non-compulsion evidence against naturalistic evolution?,pro,"4
Naturalistic evolution does not always result in a 'perfect' creature, pointing out an imperfect characteristic of humans does not disprove the theory."
Is moral non-compulsion evidence against naturalistic evolution?,con,The same act is adaptive in some cases and not adaptive in others. Only the conscious mind can discriminate between the two and make a voluntary choice in each case.
Is the Book of Mormon an authentic ancient scripture?,pro,The Text: The text of The Book of Mormon provides enough evidences of ancient origin to prove it is an authentic ancient book of scripture.
Is the Book of Mormon an authentic ancient scripture?,pro,"6
There is a lack of archaeological evidence to support the fantastical claims in the BoM. Thomas Stuart Ferguson a member of the LDS set out to find evidence, but was stymied at every turn. Ferguson wrote ""I must conclude that Joseph Smith had not the remotest skill in things Egyptian-hieroglyphics.""
 Move elsewhere
Should be a pro to ""Archaeology: Archaeological evidence does not support various aspects of the Book of Mormon's narrative"""
Is NATO obsolete?,con,"19
Many NATO non-member states have a strongly positive perception of the organization, implying that it continues to be relevant."
Should education at public universities in the United States be tuition free?,con,"12
Free public education is a good economic public investment."
Should jury trials be abolished?,con,"9
Jury trials are inefficient and inconvenient for both courts and jurors."
Should jury trials be abolished?,pro,"1
Juries increase the legitimacy of the criminal justice system through the inclusion of the public in trial processes."
Should jury trials be abolished?,pro,"12
Juries provide a valuable check and balance on the power of the government."
Should Polygamy Be Legal?,pro,Marriage represents a more solid and protected base for all parties involved. This should not be denied to people who want to be in a relationship with multiple partners.
Should Polygamy Be Legal?,pro,The legalization of polygamy would present legal and procedural challenges for many countries.
Should Genetically Modified Organisms (or GMOs) be promoted as part of a sustainable agricultural economy?,pro,"7
Genetically modified organisms (GMOs) should be promoted as part of a sustainable agricultural economy."
Should Genetically Modified Organisms (or GMOs) be promoted as part of a sustainable agricultural economy?,pro,"GMOs could be specifically formulated in order to address some environmental issues [PETase producing Bacteria, for example.] article by phys.org"
Should Genetically Modified Organisms (or GMOs) be promoted as part of a sustainable agricultural economy?,con,GMOs offer a number of economic benefits over wild-type (WT) organisms.
Should Genetically Modified Organisms (or GMOs) be promoted as part of a sustainable agricultural economy?,con,Consumption of GMOs is associated with a number of health risks.
Should Culturally or Historically Significant Artwork Be Property of the State?,pro,"3
Culturally or historically significant artwork should become the property of the state."
Should Culturally or Historically Significant Artwork Be Property of the State?,pro,"It is unfair to private collectors for their property to be forcibly bought from them, as the decision to sell should remain between the artist and collector."
Is BDSM Abusive?,con,"BDSM practice can be incredibly liberating. If it were abusive, people would not consistently view it as liberatory."
Should the sale of genetically modified food be banned?,con,"2
Many people are against genetically modified food. Where they constitute a significant public opposition, this should be reflected accordingly in the law."
Should the sale of genetically modified food be banned?,pro,"2
A universal ban is not the right approach to addressing any potential problems with genetically modified foods."
Should refugees seeking asylum in Europe be distributed among EU member states according to a quota?,con,"14
A quota system is unenforceable due to the lack of border control between most EU countries. Regardless of the EU country a refugee is given asylum in, they can travel to any other EU country easily."
Should refugees seeking asylum in Europe be distributed among EU member states according to a quota?,pro,"3
Taking in a larger number of refugees would be a security risk for member states that lack the necessary infrastructure to properly vet the refugees."
Should refugees seeking asylum in Europe be distributed among EU member states according to a quota?,con,"A quota scheme commodifies asylum seekers, treating them as a burden to be distributed. This is ethically concerning."
Should we have a single global language?,con,Humans could use the implementation of a global language to construct a better language for everyone.
Should water be taxed?,pro,Taxing water would provide revenue to preserve and improve the quality and safety of water.
Should water be taxed?,con,Placing a tax on water would negatively affect businesses and the economy.
Should politicians be trusted? ,Pro,  All politicians are corrupt and cannot be trusted.
